## Cell database for 30 GHz cells, supplied by Alexej
## a_n is a/lambda
## d_n is d/h, where h is the structure period
## Syntax of this file:
##  - All lines starting with "#" or blank lines are ignored
##  - The FORMATCODE specifies which driver to load with
##  - The lines below that are the data in ther order listed in the format specification
## EXTGEOM:   a_n d_n psi[deg]
## INTGEOM: 
## MAINMODE:  Q vg[c] rQ[LinacOhm/m] Es Hs[mA/V]
## DIPOLE:    f1mn[GHz] Q1mn A1mn[V/pC/mm/m @ 0.6mm drive bunch]

# Which type of cell (which fields and their sorting)
FORMATCODE TD_30GHz_v1

# Sorting of the cells
# GRID: sorted by N parametes:
#  here psi first, then a_n, then d_n
# FREE:  No sorting applied
CELLSORTING GRID
# For GRID: How many of each type, implicitly how many types (here 3)
CHILDKEY GRIDSORT 2 5 3 

## 120 degree cells
0.07 0.1  120    4041  0.32  50345 1.8  3.6    45.32   6.7 2588
0.07 0.25 120    3718  0.12  45470 1.7  4.1    44.77   7.8 2647
0.07 0.4  120    3292  0.055 38209 1.8  4.9    43.74   9.0 2476

0.11 0.1  120    4081  1.59  41848 2.2  3.8    42.97   8.3 2292
0.11 0.25 120    3764  0.84  38456 1.9  4.3    42.56   9.9 2276
0.11 0.4  120    3322  0.61  32903 2.0  5.0    41.65  11.7 2050

0.15 0.1  120    4135  4.15  33434 2.6  4.1    39.91  12.8 1610
0.15 0.25 120    3824  2.62  31283 2.0  4.6    39.87  17.8 1522
0.15 0.4  120    3386  1.76  27372 2.0  5.3    39.38  22.4 1359

0.19 0.1  120    4232  7.90  26140 3.0  4.4    37.47  35    894
0.19 0.25 120    3912  5.59  24880 2.2  4.9    37.47  52    894
0.19 0.4  120    3468  4.11  22250 2.1  5.5    37.47  71    821

0.23 0.1  120    4363 12.5   20267 3.5  4.8    36.22  95    560
0.23 0.25 120    4028  9.56  19571 2.6  5.3    36.22 156    577
0.23 0.4  120    3570  7.49  17863 2.2  6.0    36.22 209    552

## 150 degree cells
0.07 0.1  150    4409  0.15  41445 1.9  4.0    45.46   5.9 1582
0.07 0.25 150    4118  0.045 39036 1.75 4.4    44.97   6.8 1814
0.07 0.4  150    3759  0.018 34146 1.85 5.1    43.61   8.5 1824
		 
0.11 0.1  150    4452  0.80  34558 2.3  4.3    43.68   6.8 1495
0.11 0.25 150    4175  0.36  33098 2.0  4.7    43.14   7.4 1771
0.11 0.4  150    3808  0.19  29574 2.2  5.4    41.96  10.4 1586
		 
0.15 0.1  150    4536  2.24  27636 2.8  4.65   40.38  12.8 1069
0.15 0.25 150    4253  1.27  26947 2.1  5.1    40.31  11.1 1364
0.15 0.4  150    3899  0.80  24536 2.0  5.7    39.75  17.8 1161
		 
0.19 0.1  150    4662  4.53  21679 3.3  5.0    37.63  23    708
0.19 0.25 150    4370  2.96  21370 2.3  5.4    37.93  24    776
0.19 0.4  150    4018  2.09  19906 2.2  6.0    37.93  35    712
		 
0.23 0.1  150    4809  7.59  16865 3.8  5.4    36.10  70    423
0.23 0.25 150    4520  5.45  16786 2.6  5.75   36.10  89    458
0.23 0.4  150    4137  4.06  15959 2.3  6.3    36.10 168    460
