-1.99144 ,0.17112 ,2.00000 ,0.00000 ,-0.00428 ,-0.08556;
-1.96612 ,0.33528 ,1.99716 ,-0.05676 ,-0.01683 ,-0.16391;
-1.92560 ,0.47528 ,1.98880 ,-0.11055 ,-0.03636 ,-0.22349;
-1.87237 ,0.58923 ,1.97483 ,-0.16877 ,-0.06080 ,-0.26087;
-1.80918 ,0.67447 ,1.95554 ,-0.21711 ,-0.08776 ,-0.27258;
-1.73870 ,0.73524 ,1.93156 ,-0.26240 ,-0.11467 ,-0.25920;
-1.66317 ,0.77543 ,1.90322 ,-0.30438 ,-0.13907 ,-0.22203;
-1.58434 ,0.80107 ,1.87102 ,-0.33968 ,-0.15872 ,-0.16433;
-1.50336 ,0.81853 ,1.83555 ,-0.36962 ,-0.17177 ,-0.09058;
-1.42073 ,0.83413 ,1.79743 ,-0.39283 ,-0.17686 ,-0.00639;
-1.33635 ,0.85332 ,1.75737 ,-0.40833 ,-0.17324 ,0.08195;
-1.24966 ,0.88048 ,1.71619 ,-0.41538 ,-0.16080 ,0.16754;
-1.15971 ,0.91864 ,1.67473 ,-0.41378 ,-0.14016 ,0.24321;
-1.06530 ,0.96948 ,1.63386 ,-0.40355 ,-0.11265 ,0.30194;
-0.96526 ,1.03134 ,1.59442 ,-0.38533 ,-0.08022 ,0.33873;
-0.85886 ,1.09663 ,1.55725 ,-0.35800 ,-0.04510 ,0.35317;
-0.74627 ,1.15530 ,1.52291 ,-0.32892 ,-0.00944 ,0.34833;
-0.62863 ,1.19745 ,1.49172 ,-0.29475 ,0.02507 ,0.32932;
-0.50791 ,1.21699 ,1.46408 ,-0.25814 ,0.05717 ,0.30044;
-0.38638 ,1.21363 ,1.44022 ,-0.21897 ,0.08595 ,0.26339;
-0.26615 ,1.19081 ,1.42030 ,-0.17944 ,0.11055 ,0.21819;
-0.14896 ,1.15303 ,1.40431 ,-0.14050 ,0.13016 ,0.16500;
-0.03615 ,1.10330 ,1.39214 ,-0.10288 ,0.14404 ,0.10584;
0.07117 ,1.04309 ,1.38358 ,-0.06832 ,0.15179 ,0.04455;
0.17201 ,0.97369 ,1.37830 ,-0.03722 ,0.15338 ,-0.01462;
